platform,product_name,price_tier,current_price,tier_avg_price,pct_of_avg,recommendation,suggested_price
Amazon.in,"DixZ Hypnosis 50ML Luxury Cologne for Men Pheromne-Infused Original Formula, Cupid Charm Long Lasting Magnet Fragrances Perfume (Pack of 1)",Budget,249.0,281.0,88.6,Competitively Priced,249.0
Amazon.in,"SYNTORA Original Cupid Hypnosis Cologne Fragrances for Men And Women with Unique Scent Formula 50ml Perfume, Long Lasting Fragrances (Pack of 1) (D)",Budget,249.0,281.0,88.6,Competitively Priced,249.0
Amazon.in,VORNE Fresh Buds Solid Perfume for Men and Women 12g Alcohol-Free Long-Lasting Unisex Fragrance Energizing Fresh Scent Travel-Friendly Cologne Ideal For Gifting,Budget,249.0,281.0,88.6,Competitively Priced,249.0
Amazon.in,VORNE Active Icon Solid Perfume for Men | India's most concentrated solid perfume | 12g Alcohol free cologne Sporty & Masculine vibe | Strong & Lasting Fragrance | Travel & Pocket Friendly,Budget,249.0,281.0,88.6,Competitively Priced,249.0
Amazon.in,AL RAQIQ White Oud Attar 6ml – Long Lasting Non Alcoholic Perfume Oil for Men & Women | Soft Woody & Fresh Oud Fragrance | Concentrated Attar | Travel Size Roll-On | Budget Friendly,Budget,249.0,281.0,88.6,Competitively Priced,249.0
Amazon.in,Kannauj Rose Attar – 100% Pure Natural Perfume Oil | 12ml Alcohol-Free Ruh Gulab | Long-Lasting Floral Fragrance for Men & Women | Traditional Indian Attar in Glass Bottle,Budget,249.0,281.0,88.6,Competitively Priced,249.0
Amazon.in,"Mogra Indian Jasmine Perfume for Men & Women | Long-Lasting | Unisex Premium Perfume for Everyday & Special Occasions Eau De Perfume, 30ml",Budget,249.0,281.0,88.6,Competitively Priced,249.0
Amazon.in,"Musk Spray Perfume for Men, 8ml, Traditional Indian Attar Fragrance, Mumbai Collection",Budget,249.0,281.0,88.6,Competitively Priced,249.0
Amazon.in,Park Avenue Men Voyage Signature Collection | Liquid Perfume | Fresh Long-Lasting Aroma Corsica Cool Premium Liquid Perfume | 120Ml,Budget,249.0,281.0,88.6,Competitively Priced,249.0
Amazon.in,"DENVER Black Code Nano,Caliber Nano, Honour Nano & Imperial Nano Deo - 50ML Each (Combo Pack of 4) | Long Lasting Deodorant Body Spray for Men",Budget,249.0,281.0,88.6,Competitively Priced,249.0
Amazon.in,Denver Gentlemen Collection Verve Deodorant For Men -200 ML | Long Lasting Deodorant Fragrance Scent,Budget,249.0,281.0,88.6,Competitively Priced,249.0
Amazon.in,"The Bare Bar Sandalwood Deodorant - 20 gm | Woody floral Fragrance| Odor & Sweat Control | Gentle, Natural formula and Chemical free | Travel Mini Size Solid Deodorant for Men & Women",Budget,249.0,281.0,88.6,Competitively Priced,249.0
Amazon.in,"Djokr Perfume for Man | 4x20 ML | Perfume for Men Long Lasting Smell, Gift for Man, Eau De Parfum Men, Premium Luxury Long Lasting Fragrance Spray (On The Rocks, Oud Wood, Signature, Marine)",Budget,248.0,281.0,88.3,Competitively Priced,248.0
Amazon.in,"Attar Ayurveda Moringa Tablets 120 Tablets, 500 mg each | Drumstick Leaf Tablets | Pure and Natural, Highly Nutritious",Budget,248.0,281.0,88.3,Competitively Priced,248.0
Amazon.in,"FRENCH ESSENCE Deodorant Body Spray For Men & Women 50ML, Long Lasting Unisex Perfume (Pack of 5 (Grace, Noir, Oud, Recharge, Triumph)",Budget,248.0,281.0,88.3,Competitively Priced,248.0
Amazon.in,Perfume: The Story of a Murderer (Penguin Essentials),Budget,247.0,281.0,88.0,Competitively Priced,247.0
Amazon.in,"Engage Femme Eau De Parfum for Women, Citrus and Floral, Skin Friendly and Long Lasting, 100ML",Budget,247.0,281.0,87.9,Competitively Priced,247.0
Amazon.in,"Engage Yang Eau De Parfum for Women, Floral and Fruity Fragrance Scent, Skin Friendly Perfume for Women, 100ml",Budget,247.0,281.0,87.9,Competitively Priced,247.0
Amazon.in,"50ML Cupids Hypnosis Pheromone Cologne for Men 2.O – Pheromone-Infused Perfume with Original Cupids Hypnosis Perfume Charm Formula, Long-Lasting Magnet Fragrance for Men or Womens (Pack of 1)",Budget,247.0,281.0,87.9,Competitively Priced,247.0
Amazon.in,Cupid Fragrances for Men & Women 50ml Perfume – Long Lasting Premium Scent with Unique Fragrance(pack of 1),Budget,246.0,281.0,87.6,Competitively Priced,246.0
Amazon.in,"Plum BodyLovin' Hawaiian Rumba Eau De Perfum (Parfum) | Long Lasting & Premium Beachy Fragrance | Luxury Perfume for Women | Mandarin, Gardenia & Vanilla Notes | Travel Friendly | High On Fun - 15ml",Budget,244.0,281.0,86.9,Competitively Priced,244.0
Amazon.in,CGG Cosmetics,Budget,244.0,281.0,86.9,Competitively Priced,244.0
Amazon.in,"Set Wet Cool, Charm, Mischief Avatar Deodorant & Body Spray Perfume For Men, Pack of 3,180ml Each",Budget,244.0,281.0,86.9,Competitively Priced,244.0
Amazon.in,Attar Perfume for Men & Women | Jannatul Firdaus Gold | Royal Arabic Roll-On Attar | Long Lasting Concentrated Perfume Oil | Alcohol-Free Ittar | 6ml by Tanveer's Perfume,Budget,240.0,281.0,85.4,Competitively Priced,240.0
Amazon.in,MINISO,Budget,240.0,281.0,85.4,Competitively Priced,240.0
Amazon.in,"Park Avenue Men Good Morning Combo Perfume Fresh Long Lasting Citrus Fragrance Spray Super Saver Pack, 150Ml (Pack Of 2)",Budget,240.0,281.0,85.4,Competitively Priced,240.0
Amazon.in,Tanveer’s Perfume Kashmiri Oud Attar | 100% Alcohol-Free Long-Lasting Oudh Attar | Kashmiri & Crisp Arabian Woody Notes | Itra Perfume Oil for Men & Women | Arabic Roll-on Ittar | 6ml,Budget,240.0,281.0,85.4,Competitively Priced,240.0
Amazon.in,BODY CUPID,Budget,239.0,281.0,85.2,Competitively Priced,239.0
Amazon.in,"Park Avenue Voyage Obsession Signature Collection, Liquid Eau De Parfum Men, 50Ml | Long Lasting Perfume for Men | Diwali Gift | Premium Luxury Fragrance Scent | Aromatic Blend of Amber & Musk",Budget,239.0,281.0,85.1,Competitively Priced,239.0
Amazon.in,Bombay Shaving Company Mexico Perfume for Men | Woody Long Lasting Fragrance | Eau de Parfum | Gift for Men | Gift for Husband | Gift for Boyfriend | 100ml,Budget,238.0,281.0,84.7,Competitively Priced,238.0
Amazon.in,"Spinz Exotic Perfumed Deo for Women | Bulgarian Rose Fragrance | Long Lasting Freshness, 24 Hours Protection from Odour – 200 ml (Pack of 2)",Budget,235.0,281.0,83.7,Competitively Priced,235.0
Amazon.in,"Wild Stone Hydra Energy Perfume for Men, 50ml",Budget,233.0,281.0,82.9,Competitively Priced,233.0
Amazon.in,"Odonil Bathroom & Toilet Air Freshener, Neem Mixed Fragrance Blocks - Jasmine, Lavender, Orchid, Rose, Long Lasting Fragrance, Lasts upto 30 days, Germ Protection, 384g (48g x Pack of 8)",Budget,233.0,281.0,82.9,Competitively Priced,233.0
Amazon.in,"Wild Stone Edge Perfume for Men, 50ml",Budget,233.0,281.0,82.9,Competitively Priced,233.0
Amazon.in,French Essence Luxury Urban Perfume for Men | Woody Leather Long Lasting Eau de Parfum | 60 ml,Budget,233.0,281.0,82.9,Competitively Priced,233.0
Amazon.in,Parijat Attar | Long Lasting Floral Concentrated Perfume Oil | Pure Indian Attar for Men & Women (6ML),Budget,230.0,281.0,82.0,Competitively Priced,230.0
Amazon.in,"Daemonic Arabian Chocolate Premium Unisex Perfume | Long Lasting Gourmand Scent for Men & Women | Cacao, Vanilla, Caramel & Praline | 50ml Eau de Parfum",Budget,230.0,281.0,81.9,Competitively Priced,230.0
Amazon.in,"Attar Ayurveda 100% Moringa Leaf Powder (200g) | Drumstick Leaf powder | Herbal Supplement | Good for Immunity, Digestion, skincare and Haircare | 100% Natural and Preservative-free",Budget,229.0,281.0,81.5,Competitively Priced,229.0
Amazon.in,Jannatul Firdaus Attar Paste | Long Lasting Attar | Alcohol Free | Pack of 2 x 10g,Budget,229.0,281.0,81.5,Competitively Priced,229.0
Amazon.in,Bella Vita Luxury,Budget,229.0,281.0,81.5,Competitively Priced,229.0
Amazon.in,Unisex Eau de Parfum 50ml | Long-Lasting Fragrance for Men and Women | Elegant & Fresh Scent | Luxury Perfume Gift | Signature Spray (BIG BOMB),Budget,228.0,281.0,81.2,Competitively Priced,228.0
Amazon.in,"Park Avenue Regal No Gas Premium Perfume for Men Long Lasting Fragrance, 130ml",Budget,227.0,281.0,80.8,Competitively Priced,227.0
Amazon.in,Park Avenue Voyage Signature Collection | Liquid Perfume For Men | Fresh Long-Lasting Aroma Amazon Woods Premium Perfume | 120Ml,Budget,226.0,281.0,80.5,Competitively Priced,226.0
Amazon.in,"Arabian Oudh Attar Perfume Oil, Unisex Luxury Fragrance, Smoky Woody Oriental Scent, Long Lasting, with Rich Musk and Amber Notes, 6ml",Budget,226.0,281.0,80.5,Competitively Priced,226.0
Amazon.in,Park Avenue,Budget,226.0,281.0,80.5,Competitively Priced,226.0
Amazon.in,"Black Musk Attar Pure Blend Perfume Oil, Woody Musk, Unisex Luxury Attar, Long Lasting, for Daily Wear, 6ml",Budget,225.0,281.0,80.1,Competitively Priced,225.0
Amazon.in,Aromahpure Gel Wave Bathroom Freshener | Assorted 50g (10g each) | Set of 5 Gel-Based hanging Pocket freshener I Lasts Up to 30 Days,Budget,225.0,281.0,80.1,Competitively Priced,225.0
Amazon.in,Oops Sesame Street Eau De Parfum 50ml | Cookie Monster's Cherry Charm| Perfume for Unisex Kids,Budget,225.0,281.0,80.1,Competitively Priced,225.0
Amazon.in,Bella Vita Luxury,Budget,225.0,281.0,80.1,Competitively Priced,225.0
Amazon.in,"Bella Vita Luxury Date Women Body Spray Mist Perfume for Refreshing Floral & Vanilla Long Lasting Fragrance with Pink Pepper and Red Fruits, 150 ml",Budget,225.0,281.0,80.1,Competitively Priced,225.0
Amazon.in,"SET WET Deodorant Spray Perfume Cool, Charm & Swag Avatar for men, 150ml (Pack of 3)",Budget,225.0,281.0,80.1,Competitively Priced,225.0
Amazon.in,"SET WET Deodorant Spray Perfume Cool, Charm & Mischief Avatar for men, 150ml (Pack of 3)",Budget,225.0,281.0,80.1,Competitively Priced,225.0
Amazon.in,ROZARK Long Lasting Fresh Lavender Sat Fragrance Perfume-9 ml,Luxury,48496.0,15220.0,318.6,Overpriced — Review Positioning,16742.0
Amazon.in,Jo Malone Bronze Wood & Leather Cologne Intense Spray (Originally Without Box) 50ml/1.7oz,Luxury,40694.0,15220.0,267.4,Overpriced — Review Positioning,16742.0
Amazon.in,Tom Ford Unisex Adult Blend Oud Wood Eau De Parfum Spray (100 Ml),Luxury,32350.0,15220.0,212.5,Overpriced — Review Positioning,16742.0
Amazon.in,Christian Dior Sauvage Elixir For Men 100ml (Elixir 100ml),Luxury,23000.0,15220.0,151.1,Overpriced — Review Positioning,16742.0
Amazon.in,Abercrombie & Fitch Fierce Reserve Men Eau de Cologne - 50ml,Premium,5949.0,3561.0,167.1,Overpriced — Review Positioning,3917.0
Amazon.in,Armaf Club De Nuit Oud Eau De Parfum (EDP) - 105ML,Premium,5880.0,3561.0,165.1,Overpriced — Review Positioning,3917.0
Amazon.in,"Calvin Klein Eternity EDT Spray for Men, 100ml",Premium,5845.0,3561.0,164.1,Overpriced — Review Positioning,3917.0
Amazon.in,Calvin Klein,Premium,5845.0,3561.0,164.1,Overpriced — Review Positioning,3917.0
Amazon.in,"Calvin Klein Unisex Adult Aromatic Musk Be Edt Spray, 200Ml",Premium,5665.0,3561.0,159.1,Overpriced — Review Positioning,3917.0
Amazon.in,Bentley,Premium,5460.0,3561.0,153.3,Overpriced — Review Positioning,3917.0
Amazon.in,Forest Essentials Body Mist Chandani Raatein | Refreshing Floral Fragrance with Essential Oils | Aromatic Body Mist,Premium,5400.0,3561.0,151.6,Overpriced — Review Positioning,3917.0
Amazon.in,Azzaro Chrome Parfum 50 ml- Fresh Aromatic Mens Cologne - Intense Fougère Citrus Fragrance - Notes of Bergamot - Lasting Wear for Day & Night - Masculine Clean Scent - Luxury Perfumes for Men,Premium,5310.0,3561.0,149.1,Overpriced — Review Positioning,3917.0
Amazon.in,Davidoff Cool Water For Men Eau De Toilette Spray 125ml,Premium,4956.0,3561.0,139.2,Overpriced — Review Positioning,3917.0
Amazon.in,Mercedes-Benz,Premium,4700.0,3561.0,132.0,Overpriced — Review Positioning,3917.0
Amazon.in,OUD ARABIA Oud Ispahan Attar | Premium Alcohol-Free Perfume Oil | 48-Hour Long-Lasting Fragrance | Unisex Luxury Dagger Bottle – 10ml,Premium,4490.0,3561.0,126.1,Overpriced — Review Positioning,3917.0
Amazon.in,"Ajmal Shadow II Pour Homme Eau De Parfum for Men 100ml | Long Lasting Citrus, Floral & Woody Fragrance | Premium Perfume Spray for Daily & Evening Wear",Mid-range,1999.0,916.0,218.3,Overpriced — Review Positioning,1007.0
Amazon.in,"Ajmal Royal Series Attar Perfume Gift Set(4X5ml) | Non-Alcoholic Roll-On Perfume Oils | Ittar Perfume for Men & Women with Woody, Musky, Floral, Oud Fragrance | Versatile Office/Work Unisex Cologne",Mid-range,1999.0,916.0,218.3,Overpriced — Review Positioning,1007.0
Amazon.in,EMBAROUGE,Mid-range,1999.0,916.0,218.3,Overpriced — Review Positioning,1007.0
Amazon.in,"Catherine Eau De Parfum for Women, Floral Oriental Scent, Jasmine Sambac, Vanilla, Sandalwood, Long Lasting 12-24 Hours",Mid-range,1999.0,916.0,218.3,Overpriced — Review Positioning,1007.0
Amazon.in,"Forest Essentials Luxury Unisex Liquid Perfume Gift Box|4 Long Lasting Floral Scents X 10Ml Each|Nargis, Rose, Oudh & Jasmine Saffron",Mid-range,1995.0,916.0,217.8,Overpriced — Review Positioning,1007.0
Amazon.in,Victoria's Secret,Mid-range,1994.0,916.0,217.7,Overpriced — Review Positioning,1007.0
Amazon.in,Nautica Voyage Eau de Toilette for Men | Long Lasting Fresh Aquatic Woody Cologne | Marine Moss & Refined Woods | Clean Crisp Masculine Fragrance Spray | Everyday Day Wear Mens Perfume | Ocean Inspired Gift for Him | 100ml,Mid-range,1975.0,916.0,215.6,Overpriced — Review Positioning,1007.0
Amazon.in,Nautica,Mid-range,1975.0,916.0,215.6,Overpriced — Review Positioning,1007.0
Amazon.in,Aspen for Men Eau De Cologne - 118ml,Mid-range,1899.0,916.0,207.3,Overpriced — Review Positioning,1007.0
Amazon.in,"EM5 Aghori Extrait De Parfum (38%) Spray for Men | Earthy, Woody, Smoky & Animalic Perfume | Raw, Dominating, Intense & Rustic Scent | Strong & Long Lasting Fragrance | 68% Natural Absolutes & Essential Oils | 50 ml",Mid-range,1899.0,916.0,207.3,Overpriced — Review Positioning,1007.0
Amazon.in,United Colors of Benetton Colors Rose for Women Intenso Eau de Parfum 50ml,Mid-range,1885.0,916.0,205.8,Overpriced — Review Positioning,1007.0
Amazon.in,Nabeel Concentrated Oil Perfume - Al Ghadeer 20ml | Premium Arabic Fragrance | 100% Non-Alcoholic | Long Lasting Attar for Men and Women | Made in UAE,Mid-range,1799.0,916.0,196.4,Overpriced — Review Positioning,1007.0
Amazon.in,Victoria's Secret,Mid-range,1750.0,916.0,191.1,Overpriced — Review Positioning,1007.0
Amazon.in,Forest Essentials Intense Perfume Lime Saffron Oudh | Natural Flower Scent | Lasts Through the Day,Mid-range,1750.0,916.0,191.1,Overpriced — Review Positioning,1007.0
Amazon.in,"Skinn By Titan | Raw Perfume - 50 Ml | Perfume For Man | Gift for Men | Premium Fragrance | Grooming Essentials | Long Lasting Smell for Men |Fresh, Woody, Spicy | Eau De Parfum",Mid-range,1715.0,916.0,187.3,Overpriced — Review Positioning,1007.0
Amazon.in,"IRIS Glitter Fragrance Gift Set | 1N Reed Diffuser Oil, 6N Reed Sticks,1N Potpourri (100G), 2N Taper Candle (45g Each), 2N Votive Candle (128g Each) | Ideal for Festive Gifting & Home Décor",Mid-range,1699.0,916.0,185.5,Overpriced — Review Positioning,1007.0
Amazon.in,"Aromahpure Lavender Aroma Oil | 1 Liter Undiluted & Natural | Long-Lasting Scent for Aromatherapy, Candle & Soap Making, Diffusers, Room Freshener, Humidifier, Bathroom Revitalizer & Home Essentials",Mid-range,1698.0,916.0,185.4,Overpriced — Review Positioning,1007.0
Amazon.in,Perfumes: The A-Z Guide,Mid-range,1693.0,916.0,184.8,Overpriced — Review Positioning,1007.0
Amazon.in,LINDENZ Unisex Perfume - Extrait de Parfume - 100ml - Designed to last up to 12 hours in the Indian climate - All Occasions Perfume,Mid-range,1650.0,916.0,180.2,Overpriced — Review Positioning,1007.0
Amazon.in,JOHN WARREN,Mid-range,1649.0,916.0,180.0,Overpriced — Review Positioning,1007.0
Amazon.in,4711 Echt Kolnisch Wasser Original Eau de Cologne - 100ml (Unisex),Mid-range,1614.0,916.0,176.2,Overpriced — Review Positioning,1007.0
Amazon.in,"Jovan Black Musk Eau De Cologne Liquid For Women, 96Ml",Mid-range,1608.0,916.0,175.6,Overpriced — Review Positioning,1007.0
Amazon.in,"AJMAL Unisex Khofooq Concentrated Floral Free From Alcohol Oil Perfume, 18ml",Mid-range,1599.0,916.0,174.6,Overpriced — Review Positioning,1007.0
Amazon.in,"Sage Apothecary Rose Diffuser Oil For Relax Calm Mood, Natural Homely Fragrance, Anxiety Free Sleep & Pure Aromatherapy - 1L",Mid-range,1599.0,916.0,174.6,Overpriced — Review Positioning,1007.0
Amazon.in,"Max Factor Just Call Me Women's Maxi Fresh Eau De Cologne Spray, 100Ml",Mid-range,1599.0,916.0,174.6,Overpriced — Review Positioning,1007.0
Amazon.in,"Skinn By Titan Steele Long Lasting Edp For Men - 50 Ml | Perfume For Men | Eau De Parfum For Men | Men's Cologne | For Daily Use | Grooming Essentials, Wood, Spray",Mid-range,1595.0,916.0,174.1,Overpriced — Review Positioning,1007.0
Amazon.in,"Titan Skinn by Titan Steele Perfume| Perfume for Men |50 ml EDP, Long-Lasting fragrance, Woody and Musky fragrance for Men |IFRA certified | Gifts for Men",Mid-range,1595.0,916.0,174.1,Overpriced — Review Positioning,1007.0
Amazon.in,JOHN WARREN,Mid-range,1575.0,916.0,172.0,Overpriced — Review Positioning,1007.0
Amazon.in,"JOHN WARREN OBSESSION Luxury Perfume For Men, Long-Lasting Eau De Parfum with Bergamot, Pineapple,Moroccan Jasmine and Musk, Fresh & Strong Everyday Fragrance-100 ml",Mid-range,1574.0,916.0,171.9,Overpriced — Review Positioning,1007.0
Amazon.in,"Perfume | Eau de Parfum 50ml | Fresh Floral Citrus Perfume for Women | Long Lasting Elegant Fragrance with Musk, Orange Grapefruit, Jasmine | Office Wear to Special Occasions",Mid-range,1530.0,916.0,167.1,Overpriced — Review Positioning,1007.0
Amazon.in,"Aranyam Perfumes Sandali Mitti Attar (5 ML) - Premium Attar for Men and Women, Pure Sandali Mitti Attar, Alcohol-Free Natural Fragrance Scent",Mid-range,1499.0,916.0,163.7,Overpriced — Review Positioning,1007.0
Amazon.in,Luxury Attar Combo Set - Ibadat & Classic Apparel Perfume Oil | Long Lasting & Alcohol-Free Roll-On Scent for Men and Women | Premium Gift Pack of 2 (Sizes) | Non Alcoholic Concentrated Perfume Oil for Daily Wear & Namaz,Mid-range,1499.0,916.0,163.7,Overpriced — Review Positioning,1007.0
Amazon.in,Jovan White Musk 3.4 oz. Eau De Cologne Spray For Women,Mid-range,1499.0,916.0,163.7,Overpriced — Review Positioning,1007.0
Amazon.in,"Eau De Cologne Spray For Unisex, 100ml - Aloe Vera",Mid-range,1499.0,916.0,163.7,Overpriced — Review Positioning,1007.0
Amazon.in,Forest Essentials Travel Size Fragrant Body Mist Lime Saffron Oudh | Aloe Vera juice infused Perfume Spray to keep Skin Scented & Hydrated Through the Day,Mid-range,1495.0,916.0,163.2,Overpriced — Review Positioning,1007.0
Amazon.in,"Jovan Black Musk Eau de Cologne for Men, 88ml",Mid-range,1495.0,916.0,163.2,Overpriced — Review Positioning,1007.0
Amazon.in,Forest Essentials,Mid-range,1495.0,916.0,163.2,Overpriced — Review Positioning,1007.0
Amazon.in,Rose Attar | Premium Alcohol-Free Unisex Perfume | Long-Lasting Natural Indian Rose Fragrance for Men & Women | Luxury Liquid Perfume | Travel-Friendly 15ml,Mid-range,1495.0,916.0,163.2,Overpriced — Review Positioning,1007.0
Amazon.in,"Royal Mirage II Eau De Cologne for Men | Long-Lasting Perfume Mist | Premium Luxury EDC | Fresh, Floral & Woody Notes | Alcohol-Free | Versatile Everyday Use | Gift for Men | 120ml",Mid-range,1490.0,916.0,162.7,Overpriced — Review Positioning,1007.0
Amazon.in,"Contraband Eau De Parfum - Hands Off | Travel Size | Leather, Oud and Amber Fragrance Notes | Intense & Long Lasting Spray Perfume For Men | 30 ml",Mid-range,1488.0,916.0,162.5,Overpriced — Review Positioning,1007.0
Amazon.in,Jovan Unisex Adult Musk Cologne Spray- 88Ml/3Oz,Mid-range,1475.0,916.0,161.0,Overpriced — Review Positioning,1007.0
Amazon.in,Jovan Women White Musk By Cologne Spray 59.14 Ml,Mid-range,1474.0,916.0,160.9,Overpriced — Review Positioning,1007.0
Amazon.in,Skinn By Titan | 24Seven Floral Perfume - 100 Ml | Perfume For Woman | Gift for Women | Premium Fragrance | Grooming Essentials | Long Lasting Smell for Women | Eau De Parfum,Mid-range,1448.0,916.0,158.1,Overpriced — Review Positioning,1007.0
Amazon.in,"Jovan Musk Orange Liquid Cologne For Men, 88ml",Mid-range,1447.0,916.0,158.0,Overpriced — Review Positioning,1007.0
Amazon.in,"Jovan Musk Cologne Spray for Men, 88ml",Mid-range,1443.0,916.0,157.6,Overpriced — Review Positioning,1007.0
Amazon.in,Jodhpur (Martin) Attar – Alcohol-Free Long-Lasting Perfume Oil for Men & Women | Natural Indian Fragrance | Daily Use & Travel-Friendly | Ideal Gift | 15ml,Mid-range,1405.0,916.0,153.4,Overpriced — Review Positioning,1007.0
Amazon.in,"Jovan White Musk Eau de Cologne for Men, 88ml",Mid-range,1404.0,916.0,153.3,Overpriced — Review Positioning,1007.0
Amazon.in,Adilqadri Essensia Luxury Attar Combo for Men & Women | Non-Alcoholic Long-Lasting Arabic French & Woody Notes | Roll-On Attar Parfum | Gift Hamper for Him & Her | Combo of 6 (5.5ml Each),Mid-range,1399.0,916.0,152.7,Overpriced — Review Positioning,1007.0
Amazon.in,"Jean Philippe Intimate Perfume, 100ml Liquid Cologne For Women New In Box With Sealed - Aromatic Lavender & Rich Earthy Woody",Mid-range,1399.0,916.0,152.7,Overpriced — Review Positioning,1007.0
Amazon.in,Adilqadri Assorted Luxury Attar Combo Perfume Gift Set for Men & Women (Pack of 6) – Non-Alcoholic Roll-On attar Collection | Long-Lasting Fragrance Set | Gift Hamper for Him & Her | Ideal for Special Occasions | 5.5ml Each,Mid-range,1369.0,916.0,149.5,Overpriced — Review Positioning,1007.0
Amazon.in,adidas Vibes Energy Drive Eau De Parfum Liquid for Men - 100Ml,Mid-range,1365.0,916.0,149.0,Overpriced — Review Positioning,1007.0
Amazon.in,Forest Essentials Fragrant Body Mist Sandalwood & Vetiver | Aloe Vera juice infused Perfume Spray to keep Skin Scented & Hydrated Through the Day,Mid-range,1350.0,916.0,147.4,Overpriced — Review Positioning,1007.0
Amazon.in,Parag Fragrances Musk Amber Attar 100Ml (With Empty Fancy Bottles) Natural Attar/Long Lasting Attar/Bhapka Processed Attar For Clothes And Religious Use,Mid-range,1350.0,916.0,147.4,Overpriced — Review Positioning,1007.0
Amazon.in,Forest Essentials,Mid-range,1350.0,916.0,147.4,Overpriced — Review Positioning,1007.0
Amazon.in,"Secret Alchemist Rare Vanilla Eau de Parfum 100ml – Long Lasting Clean Perfume for Women | Warm Vanilla, Tonka Bean & Soft Floral Notes | High Concentration, Everyday Work Wear, Free from Phthalates",Mid-range,1349.0,916.0,147.3,Overpriced — Review Positioning,1007.0
Amazon.in,"Secret Alchemist Bergamot Nostalgia Eau de Parfum 100ml – Long Lasting Unisex Clean Perfume for Women & Men | Citrusy Woody Sandalwood & Cherry Blossom | High Concentration, Everyday & Work Wear",Mid-range,1349.0,916.0,147.3,Overpriced — Review Positioning,1007.0
Amazon.in,Aranyam Natural Sandal Perfume Intense Unisex Parfum with Long-Lasting Chandan (Sandalwood) Fragrance For Men & Women | Luxury Woody and Oriental Scent | Perfect New Year Gift,Mid-range,1305.0,916.0,142.5,Overpriced — Review Positioning,1007.0
Amazon.in,"Attars Combo Pack of 9 for Men & Women, Non-Alcoholic Roll-On Floral Luxury Attar Perfume for Pooja, Namaz, Daily & Party Use, – 3ML Each",Mid-range,1299.0,916.0,141.8,Overpriced — Review Positioning,1007.0
Amazon.in,"Secret Alchemist Madurai Jasmine Eau de Parfum 100ml – Long Lasting Clean Perfume for Women | Fresh Floral Jasmine, Orange & Vanilla | High Concentration, Everyday Work Wear, Free from Phthalates",Mid-range,1299.0,916.0,141.8,Overpriced — Review Positioning,1007.0
Amazon.in,"Jovan Men White Musk Cologne Spray, 88Ml/3Oz",Mid-range,1299.0,916.0,141.8,Overpriced — Review Positioning,1007.0
Amazon.in,Suroskie,Mid-range,1299.0,916.0,141.8,Overpriced — Review Positioning,1007.0
Amazon.in,Secret Alchemist,Mid-range,1299.0,916.0,141.8,Overpriced — Review Positioning,1007.0
Amazon.in,Royal Berry Perfume for Women | Long Lasting Luxury Fragrance | Eau De Parfum (EDP) Fruity Floral Scent | 100ml,Mid-range,1299.0,916.0,141.8,Overpriced — Review Positioning,1007.0
Amazon.in,"Carlton London Exotique Perfume Gift Set for Women - 4 x 30ml Premium Fragrances with Rose, Orange, Cedar, and Honey Notes, Luxury Perfume Gift Box for Her Birthday",Mid-range,1249.0,916.0,136.4,Overpriced — Review Positioning,1007.0
Amazon.in,Carlton London,Mid-range,1245.0,916.0,135.9,Overpriced — Review Positioning,1007.0
Amazon.in,Ard Al Zaffran Dirham Oud By Ard Al Zaafaran Eau De Parfum Liquid - 100 Ml (For Men & Women),Mid-range,1242.0,916.0,135.6,Overpriced — Review Positioning,1007.0
Amazon.in,Ustraa Fragrance Gift Box for Men - Insignia - Perfume for Men -(100ml) | Scent of Royalty & Malt - Perfume for Men - 100ml | Strong & Smooth | Long-lasting Perfume For Men,Mid-range,1229.0,916.0,134.2,Overpriced — Review Positioning,1007.0
Amazon.in,"Ajmal Silver Shade Perfume for Men | 100ml Eau De Parfum for Man | Perfume for Man with Citrus, Fruity & Floral Notes | Woody Fragrance with Musk, Sandalwood & Cedarwood | Versatile Cologne for Men",Mid-range,1199.0,916.0,130.9,Overpriced — Review Positioning,1007.0
Amazon.in,"Royal Mirage Silver Eau De Cologne | All-Day Freshness | Perfume for Man & Woman | Timeless Sophistication | Long-Lasting Fragrance | Citrus, Floral & Woody Notes | Affordable Luxury | 120ml",Mid-range,1199.0,916.0,130.9,Overpriced — Review Positioning,1007.0
Amazon.in,"Fraganote Baked Vanilla Eau De Parfum for Women 50ML | Warm & Sweet Vanilla Perfume | Long-Lasting Fragrance with Maple Syrup,Vanilla Bean & Hazelnut Notes | Perfect for Evening, Coffee, & Third Date",Mid-range,1199.0,916.0,130.9,Overpriced — Review Positioning,1007.0
Amazon.in,Long Lasting Premium Oriental Perfume Spray for Men & Women - 50ml | 8 hours long lasting Unisex Luxury Fragrance with collection of poem | Parfum for Daily & Special Occasions,Mid-range,1195.0,916.0,130.5,Overpriced — Review Positioning,1007.0
Amazon.in,NOURISH MANTRA,Mid-range,1157.0,916.0,126.3,Overpriced — Review Positioning,1007.0
Amazon.in,"Royal Mirage Gold Eau De Cologne | Long-Lasting Fragrance | Everyday Elegance | Citrus, Spicy & Woody Notes | Affordable Luxury | Elegant & Sophisticated Scent | Unisex EDC | 120ml",Mid-range,1149.0,916.0,125.5,Overpriced — Review Positioning,1007.0
