platform,search_term,product_name,brand,price_inr,mrp_inr,discount_pct,price_tier,rating,review_count,scraped_at
Nykaa,eau de parfum,Insight Cosmetics Cherry Eau De Perfume For Her,Insight,190.0,,,Budget,,,2026-04-24 14:20:12.064438+00:00
Nykaa,eau de parfum,Fraganote Devil’s Berry EDP Premium Long Lasting Unisex Perf...,Fraganote,1699.0,,,Mid-range,,,2026-04-24 14:20:12.076419+00:00
Nykaa,eau de parfum,Plum Bodylovin' Vanilla Caramello Eau De Parfum,Plum,899.0,,,Mid-range,,,2026-04-24 14:20:12.090968+00:00
Nykaa,eau de parfum,Plum BodyLovin Vanilla Vibes Eau De Parfum - Long Lasting Wa...,Plum,325.0,,,Budget,,,2026-04-24 14:20:12.109178+00:00
Nykaa,eau de parfum,"Engage W2 Perfume Spray For Women, Floral & Fruity, Skin Fri...",Engage,240.0,,,Budget,,,2026-04-24 14:20:12.122159+00:00
Nykaa,eau de parfum,ARMAF Odyssey Homme For Man Eau De Parfum,ARMAF,3350.0,,,Premium,,,2026-04-24 14:20:12.133073+00:00
Nykaa,eau de parfum,Layer'r Wottagirl Vanilla Twist Fragrant Body Splash For Her,Layer'r,239.0,,,Budget,,,2026-04-24 14:20:12.144173+00:00
Nykaa,eau de parfum,Bella Vita Unisex Luxury Perfume Gift Set,Bella,849.0,,,Mid-range,,,2026-04-24 14:20:12.154904+00:00
Nykaa,eau de parfum,Bella Vita Organic Luxury Date Perfume For Her,Bella,999.0,,,Mid-range,,,2026-04-24 14:20:12.162750+00:00
Nykaa,eau de parfum,Ajmal Blu EDP Perfume For Men,Ajmal,3000.0,,,Premium,,,2026-04-24 14:20:12.171928+00:00
Nykaa,eau de parfum,Vokka Thai Aqua Luxury Long Lasting Aqua Perfume,Vokka,1149.0,,,Mid-range,,,2026-04-24 14:20:12.184569+00:00
Amazon.in,eau de parfum,"RENEE Eau De Parfum Bloom 8Ml, Premium Long Lasting Luxury Perfume Liquid Scent For All Occasions, Travel Friendly Mini Unisex, Perfume",RENEE,185.0,,,Budget,,,2026-04-24 14:20:20.929126+00:00
Amazon.in,eau de parfum,Yardley London Vanilla Blush | Eau De Parfum | with Natural Essential Oils | 100ml,Yardley,485.0,,,Budget,,,2026-04-24 14:20:20.929462+00:00
Amazon.in,eau de parfum,"Engage Yin Eau De Parfum for Men, Fruity and Floral, Skin Friendly and Long Lasting, 100ml",Engage,312.0,,,Budget,,,2026-04-24 14:20:20.929891+00:00
Amazon.in,eau de parfum,Park Avenue Voyage Signature Collection | Liquid Perfume For Men | Fresh Long-Lasting Aroma Amazon Woods Premium Perfume | 120Ml,Park,226.0,,,Budget,,,2026-04-24 14:20:20.930598+00:00
Amazon.in,eau de parfum,"BLABLIBLU Love Drunk Unisex Perfume for Men & Women|30ml Long-Lasting Parfum Fragrances - A Notch above EDP, EDT & EDC|Perfume For Man & Perfume for Woman |Cinnamon, Dates & Nuts Notes|",BLABLIBLU,199.0,,,Budget,,,2026-04-24 14:20:20.931333+00:00
Amazon.in,eau de parfum,"Ajmal Silver Shade Perfume for Men | 100ml Eau De Parfum for Man | Perfume for Man with Citrus, Fruity & Floral Notes | Woody Fragrance with Musk, Sandalwood & Cedarwood | Versatile Cologne for Men",Ajmal,1199.0,,,Mid-range,,,2026-04-24 14:20:20.931636+00:00
Amazon.in,eau de parfum,"Daemonic Arabian Chocolate Premium Unisex Perfume | Long Lasting Gourmand Scent for Men & Women | Cacao, Vanilla, Caramel & Praline | 50ml Eau de Parfum",Daemonic,230.0,,,Budget,,,2026-04-24 14:20:20.931949+00:00
Amazon.in,eau de parfum,"OUDIFY CEO Man Eau De Parfum 20ml – Long Lasting Premium Perfume for Men | Strong, Fresh & Woody Fragrance | Travel Size Pocket Perfume",OUDIFY,97.0,,,Budget,,,2026-04-24 14:20:20.932271+00:00
Amazon.in,eau de parfum,"MissBliss Oud Wave Eau de Parfum 100ml – Long Lasting Unisex Fragrance #0xB7# Fresh, Invigorating Scent with Marine, Citrus, Oud & Musk Notes | EDP for Gift",MissBliss,279.0,,,Budget,,,2026-04-24 14:20:20.932882+00:00
Amazon.in,eau de parfum,"Bella Vita Luxury B.L.U Men Eau De Parfum Liquid Perfume With Lemon, Apple, Musk|Fresh, Refreshing, Energising Long Lasting Edp Fragrance Scent 100Ml",Bella,699.0,,,Mid-range,,,2026-04-24 14:20:20.933626+00:00
Amazon.in,eau de parfum,"Skinn By Titan | Celeste Perfume - 20 Ml | Perfume For Woman | Gift for Women | Premium Fragrance | Grooming Essentials | Long Lasting Smell for Women |Floral, Fruity , Fresh | Eau De Parfum",Skinn,514.0,,,Mid-range,,,2026-04-24 14:20:20.934027+00:00
Amazon.in,eau de parfum,"Wild Stone Edge Premium Perfume Spray For Men, 30Ml|Long Lasting Eau De Parfum|Luxury Fragrances",Wild,200.0,,,Budget,,,2026-04-24 14:20:20.934380+00:00
Amazon.in,eau de parfum,"Bella Vita Luxury KLUB | Long Lasting Eau De Parfum 100ml Perfume for Man | Lemon, Rose and Vanilla | Musky, Spicy and Woody Premium Fragrance for Men",Bella,549.0,,,Mid-range,,,2026-04-24 14:20:20.934739+00:00
Amazon.in,eau de parfum,"Engage Yang Eau De Parfum for Women, Floral and Fruity Fragrance Scent, Skin Friendly Perfume for Women, 100ml",Engage,247.0,,,Budget,,,2026-04-24 14:20:20.935649+00:00
Amazon.in,eau de parfum,"Plum BodyLovin' Hawaiian Rumba Eau De Perfum (Parfum) | Long Lasting & Premium Beachy Fragrance | Luxury Perfume for Women | Mandarin, Gardenia & Vanilla Notes | Travel Friendly | High On Fun - 15ml",Plum,244.0,,,Budget,,,2026-04-24 14:20:20.937016+00:00
Amazon.in,eau de parfum,"Beardo Godfather Eau De Parfum | Aromatic, Spicy Perfume For Men Long Lasting | Date Night Fragrance, Body Spray For Men, 100Mlx2 | Gift for men | Gift For Friends",Beardo,792.0,,,Mid-range,,,2026-04-24 14:20:20.937345+00:00
Amazon.in,eau de parfum,"Bella Vita Luxury Date Long Lasting | Perfume for Woman | Gifts for Woman | EDP 100ml | Pink Pepper, Jasmine & Vanilla | Floral, Woody & Fruity Premium Fragrance",Bella,540.0,,,Mid-range,,,2026-04-24 14:20:20.937671+00:00
Amazon.in,eau de parfum,KENAZ Fortuna Long Lasting Perfume For Men & Women 100ML | Dubai Crafted | Floral Fruity With Orange Blossom & Patchouli | Unisex Parfum | 20% Fragrance Oil,KENAZ,499.0,,,Budget,,,2026-04-24 14:20:20.938290+00:00
Amazon.in,eau de parfum,"Ajmal Kyros Unisex Perfume | 100ml Eau De Parfum for Man & Woman | Perfume with Spicy, Oriental & Woody Notes | Musky Cologne for Men | Versatile Office/Work Perfume Spray | Gifts for Him & Her",Ajmal,899.0,1099.0,18.2,Mid-range,,,2026-04-24 14:20:20.938585+00:00
Amazon.in,eau de parfum,"ENVY Natural Perfume For Men - 60ML, Pack of 2|Premium & Long Lasting Perfume| Eau de Parfum",ENVY,429.0,,,Budget,,,2026-04-24 14:20:20.938903+00:00
Amazon.in,eau de parfum,"Blue Sky Perfume for Men 50ml | Citrus, Floral, Musk, Amber & Woody Notes | Long Lasting Eau De Parfum | Fresh Aquatic Fragrance for Men",Blue,299.0,,,Budget,,,2026-04-24 14:20:20.939196+00:00
Amazon.in,eau de parfum,Lattafa Yara Long Lasting Perfume For Women Eau De Parfum 100ml,Lattafa,2970.0,,,Premium,,,2026-04-24 14:20:20.939549+00:00
Amazon.in,eau de parfum,Skinn BY Titan Sheer For Women,Skinn,555.0,,,Mid-range,,,2026-04-24 14:20:20.939952+00:00
Amazon.in,eau de parfum,"AFNAN 9 PM Edition For Men Eau De Parfum Spray, 100 ML",AFNAN,3605.0,,,Premium,,,2026-04-24 14:20:20.940693+00:00
Amazon.in,eau de parfum,"Secret Temptation EAU DE Parfum Gift Set for Women, Pack of 3 (3x30ml)|Premium Long-Lasting Perfume Gift Pack|Elegant & Luxurious Fragrances with Ruby, Daisy & Jazz|Best Gift for Her for Any Occasion",Secret,258.0,,,Budget,,,2026-04-24 14:20:20.942070+00:00
Amazon.in,eau de parfum,"KENAZ Oud Ameer - 100ml Unisex Luxury Parfum | Dubai Viral Perfume | Saffron, Rose, Oud & Vanilla Notes | 20% Fragrance Oil | Long Lasting Parfum for Men & Women",KENAZ,499.0,,,Budget,,,2026-04-24 14:20:20.942387+00:00
Amazon.in,eau de parfum,"MissBliss Arabian Oud Eau de Parfum 100ml – Long Lasting Unisex Fragrance #0xB6# Sweet Amber, Oud, Vanilla & Musk Notes | Long-lasting, Luxurious Scent | EDP for Gift",MissBliss,279.0,,,Budget,,,2026-04-24 14:20:20.942677+00:00
Amazon.in,eau de parfum,Skinn By Titan | 24Seven Floral Perfume - 100 Ml | Perfume For Woman | Gift for Women | Premium Fragrance | Grooming Essentials | Long Lasting Smell for Women | Eau De Parfum,Skinn,1448.0,,,Mid-range,,,2026-04-24 14:20:20.943533+00:00
Amazon.in,eau de parfum,"Yardley London Gentleman Royale Perfume for Men, 100 ml",Yardley,324.0,,,Budget,,,2026-04-24 14:20:20.943889+00:00
Amazon.in,eau de parfum,Summer Aqua Eau De Parfum 50ml – Fresh Ocean Inspired Fragrance for Men & Women | Light Aquatic Scent |Perfume Spray | Long Lasting Fresh Aroma,Summer,299.0,,,Budget,,,2026-04-24 14:20:20.944187+00:00
Amazon.in,eau de parfum,"CouCou Toi Eau de Parfum for Men & Women 50ml | Long Lasting Floral Perfume | Luxury Fragrance | Vegan & Paraben Free | Daily Use, Office, Premium Perfume for All Occasions",CouCou,299.0,,,Budget,,,2026-04-24 14:20:20.944477+00:00
Amazon.in,eau de parfum,adidas Vibes Energy Drive Eau De Parfum Liquid for Men - 100Ml,adidas,1365.0,,,Mid-range,,,2026-04-24 14:20:20.944796+00:00
Flipkart,eau de parfum,"Engage Amber Hues Perfume, Ambery and Fruity, Ideal For Special Occasions, Tester Free Eau de Parfum  -  100 ml",Engage,471.0,,,Budget,4.2,,2026-04-24 14:20:28.687572+00:00
Flipkart,eau de parfum,feelhigh Dareej Pour Homme Eau de Parfum  -  100 ml,feelhigh,1145.0,,,Mid-range,,,2026-04-24 14:20:28.688201+00:00
Flipkart,eau de parfum,BELLAVITA MOOD COLLECTION Fantasy Perfume for Him|Woody & Spicy Notes|Long Lasting Scent| Eau de Parfum  -  100 ml,BELLAVITA,899.0,,,Mid-range,4.2,,2026-04-24 14:20:28.690103+00:00
Flipkart,eau de parfum,"BEARDO Godfather Perfume | Premium, Strong & Long Lasting Fragrance | Aromatic | Gift Eau de Parfum  -  50 ml",BEARDO,347.0,,,Budget,4.1,,2026-04-24 14:20:28.693665+00:00
Flipkart,eau de parfum,lastume Luxury all in one Combo 5 Set Unisex The worlds first memory-triggered Extrait De Parfum  -  250 ml,lastume,3161.0,,,Premium,,,2026-04-24 14:20:28.698572+00:00
Flipkart,eau de parfum,Ajmal BASTION EDP 100 ML Eau de Parfum  -  100 ml,Ajmal,1200.0,,,Mid-range,4.2,,2026-04-24 14:20:28.703350+00:00
Flipkart,eau de parfum,Ajmal Ahlam EDP|Handpicked Luxury Long Lasting Fragrance|Spicy Perfume Made in India Eau de Parfum  -  100 ml,Ajmal,1800.0,,,Mid-range,4.1,,2026-04-24 14:20:28.706513+00:00
Flipkart,eau de parfum,Wildplay Midnight Eau de Parfum  -  40 ml,Wildplay,153.0,,,Budget,3.9,,2026-04-24 14:20:28.707163+00:00
Flipkart,eau de parfum,Envy Dark Perfume|Premium & Long Lasting| Eau de Parfum  -  50 ml,Envy,231.0,,,Budget,4.2,,2026-04-24 14:20:28.707795+00:00
Flipkart,eau de parfum,BRIT ACCENT Combo Pack Of 4|Depth Of Ocean-Blanc Oud-Canyon-Noir Oud|Parfum|Long-Lasting| Eau de Toilette  -  200 ml,BRIT,315.0,,,Budget,3.8,,2026-04-24 14:20:28.709264+00:00
Flipkart,eau de parfum,FOGG Impressio & Xpressio Perfume Scent With Long Lasting Eau de Parfum  -  200 ml,FOGG,789.0,,,Mid-range,4.3,,2026-04-24 14:20:28.709932+00:00
Flipkart,eau de parfum,VILLAIN CLASSIC 100ML LUXURY PERFUME Eau de Parfum  -  100 ml,VILLAIN,375.0,,,Budget,4.2,,2026-04-24 14:20:28.710619+00:00
Flipkart,eau de parfum,"BELLAVITA White Oud, Long Lasting , Unisex Eau de Parfum  -  20 ml",BELLAVITA,149.0,,,Budget,4.2,,2026-04-24 14:20:28.715223+00:00
Flipkart,eau de parfum,Wild Stone Leader Long Lasting Perfume Eau de Parfum  -  90 ml,Wild,281.0,,,Budget,4.2,,2026-04-24 14:20:28.718996+00:00
Flipkart,eau de parfum,"Engage Yang Skin Friendly Women Perfume, Fruity Fragrance Scent, Ideal for Gifting Eau de Parfum  -  100 ml",Engage,386.0,,,Budget,4.3,,2026-04-24 14:20:28.719823+00:00
Amazon.in,eau de parfum,"ZIRA Stolen Kiss Eau de Parfum – Floral Woody Rose, Saffron & Oud Fragrance for Women, Elegant Scent for Special Occasions (100ml)",ZIRA,999.0,,,Mid-range,,,2026-04-24 14:21:49.635896+00:00
Amazon.in,eau de parfum,Park Avenue For Him | Luxury Perfume Gift Set for Men | 2 x 100ml | Euphoria & Conquer | Long Lasting EDP | Amber | Musk | Premium Fragrance,Park,720.0,1599.0,55.0,Mid-range,,,2026-04-24 14:21:49.637263+00:00
Amazon.in,eau de parfum,"Wild Stone Hydra Energy Perfume Spray, Sandalwood, 100 ml",Wild,349.0,,,Budget,,,2026-04-24 14:21:49.637693+00:00
Amazon.in,eau de parfum,"Bella Vita Luxury Women Senorita 100ml Eau De Parfum Liquid Perfume With Yuzu, Lotus, Magnolia & Musk | Fresh & Fruity Long Lasting Edp Fragrance Scent",Bella,499.0,,,Budget,,,2026-04-24 14:21:49.638520+00:00
Amazon.in,eau de parfum,"Ajmal 4Ever Women Eau De Parfum Perfume |Premium, Long Lasting Floral & Fruity Fragrance for Women,100ML",Ajmal,1119.0,,,Mid-range,,,2026-04-24 14:21:49.638984+00:00
Amazon.in,eau de parfum,Dolce & Gabbana The One Eau De Parfum - 100 Ml / 3.4 Oz,Dolce,13500.0,135.0,-9900.0,Luxury,,,2026-04-24 14:21:49.639405+00:00
Amazon.in,eau de parfum,"Bella Vita Luxury OUD | Long Lasting Perfume for Man and Woman |EDP 100ml | Carnation, Vanilla and Cedarwood| Sweet, Oud, Woody Premium Unisex Fragrance for Men and Women",Bella,549.0,,,Mid-range,,,2026-04-24 14:21:49.639822+00:00
Amazon.in,eau de parfum,"Secret Alchemist Rare Vanilla Eau de Parfum 100ml – Long Lasting Clean Perfume for Women | Warm Vanilla, Tonka Bean & Soft Floral Notes | High Concentration, Everyday Work Wear, Free from Phthalates",Secret,1349.0,,,Mid-range,,,2026-04-24 14:21:49.640280+00:00
Amazon.in,eau de parfum,Skinn By Titan | Tales Malaga Perfume - 100 Ml | Perfume For Woman | Gift for Women | Premium Fragrance | Grooming Essentials | Long Lasting Smell for Women | Fresh & Vanilla | Eau De Parfum,Skinn,766.0,,,Mid-range,,,2026-04-24 14:21:49.640701+00:00
Amazon.in,eau de parfum,"Ajmal Aretha Eau De Parfum Spray For Women With Floral & Fruity Scent, 100ml",Ajmal,600.0,600.0,0.0,Mid-range,,,2026-04-24 14:21:49.641139+00:00
Amazon.in,eau de parfum,Skinn By Titan | Nude Perfume - 20 Ml | Perfume For Woman | Gift for Women | Premium Fragrance | Grooming Essentials | Long Lasting Smell for Women | Eau De Parfum,Skinn,542.0,,,Mid-range,,,2026-04-24 14:21:49.641617+00:00
Amazon.in,eau de parfum,"Bella Vita Luxury | Trial Pack Of 10x5ml Long Lasting Pocket Perfume for Man and Woman | Mix Of EDP, EDT & EDC Sweet, Floral, Woody, Musky & Spicy Fragrance",Bella,349.0,,,Budget,,,2026-04-24 14:21:49.641937+00:00
Amazon.in,eau de parfum,"Ajmal Neea Eau De Perfume Floral Perfume Spray For Women, 100ml",Ajmal,525.0,525.0,0.0,Mid-range,,,2026-04-24 14:21:49.642270+00:00
Amazon.in,eau de parfum,La French Unisex Perfume Gift Set Elegant & Luxe | Long Lasting Eau De Parfum | Perfume for Men & Women | Premium Travel Size Perfumes | Set 2x20ml | Fragrance Set,La,179.0,,,Budget,,,2026-04-24 14:21:49.642802+00:00
Amazon.in,eau de parfum,"BLABLIBLU Lights Off Unisex Perfume for Men & Women|100ml Long-Lasting Parfum Fragrances - A Notch above EDP, EDT & EDC|Perfume For Man & Woman|Passionfruit, Caramel & Amber Notes|",BLABLIBLU,734.0,,,Mid-range,,,2026-04-24 14:21:49.643346+00:00
Amazon.in,eau de parfum,Yardley Liquid London Be a Diva Eau De Parfum for Women 30ml,Yardley,204.0,,,Budget,,,2026-04-24 14:21:49.644026+00:00
Amazon.in,eau de parfum,"MissBliss Moonlit Bloom Eau de Parfum 100ml – Unisex Perfume for Women & Men #0xB8# Jasmine, Pink Pepper, Musk & Vanilla Notes | Long-lasting, Elegant Scent | EDP for Gift",MissBliss,279.0,,,Budget,,,2026-04-24 14:21:49.645110+00:00
Amazon.in,eau de parfum,Armaf Club De Nuit Oud Eau De Parfum (EDP) - 105ML,Armaf,5880.0,56.0,-10400.0,Premium,,,2026-04-24 14:21:49.646790+00:00
Amazon.in,eau de parfum,"Bella Vita Luxury GLAM | Long Lasting Perfume for Woman | EDP 100ml | African Orange, Jasmine & Patchouli | Floral, Fruity, Woody Premium Fragrance for Women",Bella,549.0,,,Mid-range,,,2026-04-24 14:21:49.647572+00:00
Amazon.in,eau de parfum,Plum BodyLovin' Vanilla Vibes Eau De Perfume (Parfum) | Long Lasting & Premium Warm Vanilla Fragrance | Luxury Perfume For Women | Sweet & Irresistible (50 ml),Plum,618.0,,,Mid-range,,,2026-04-24 14:21:49.648078+00:00
Amazon.in,eau de parfum,"OUDIFY Date Woman Eau De Parfum 20ml – Long Lasting Premium Perfume for Women | Sweet, Floral & Romantic Fragrance | Luxury Daily Wear Scent",OUDIFY,99.0,,,Budget,,,2026-04-24 14:21:49.648597+00:00
Amazon.in,eau de parfum,"BELLAVITA Mood Collection Gift Set 3x15ML | Perfume for Man | Gift for Man | Long Lasting EDP | Alpha, Fantasy & Magnetic | Fruity, Woody Premium Fragrance",BELLAVITA,549.0,,,Mid-range,,,2026-04-24 14:21:49.649587+00:00
Amazon.in,eau de parfum,"Perfume for Men & Women – Luxurious Romantic Perfume With Long-Lasting Fragrance, 50ml – Sensual & Elegant Scent for Special Occasions (G Flora) (50 ML (Pack Of 1))",Perfume,199.0,,,Budget,,,2026-04-24 14:21:49.650061+00:00
Amazon.in,eau de parfum,"Skinn By Titan | Tales Oslo Perfume - 100 Ml | Perfume For Man | Gift for Men | Premium Fragrance | Grooming Essentials | Long Lasting Smell for Men |Woody, Spicy | Eau De Parfum",Skinn,711.0,,,Mid-range,,,2026-04-24 14:21:49.650709+00:00
Amazon.in,eau de parfum,Plum BodyLovin | Smokin' Vanilla Eau De Parfum | Warm Long Lasting Vanilla Fragrance | Perfume Body Spray for Women | Vegan & Paraben Free | Travel Friendly | Sweet Scent | 15ml,Plum,266.0,,,Budget,,,2026-04-24 14:21:49.651208+00:00
Amazon.in,eau de parfum,"MASHUR FAB-Unisex Perfume for Men & Women | Long-Lasting Eau de Parfum | Romantic & Elegant Scent for Date Night, Parties & Gifts (ORCHID PERFUME)",MASHUR,199.0,,,Budget,,,2026-04-24 14:21:49.651642+00:00
Amazon.in,eau de parfum,Ard Al Zaffran Dirham Oud By Ard Al Zaafaran Eau De Parfum Liquid - 100 Ml (For Men & Women),Ard,1242.0,,,Mid-range,,,2026-04-24 14:21:49.652185+00:00
Amazon.in,eau de parfum,Signature Royal - Regal Eau de Parfum - 100ml | Unisex Long Lasting Fragrance | Fruity Floral Scent | Luxury Everyday Wear Perfume Gift for Him & Her | Perfect for Every Occasion,Signature,999.0,,,Mid-range,,,2026-04-24 14:21:49.652662+00:00
Amazon.in,eau de parfum,"Dunhill Eau de Parfum for Men – Luxury & Sophisticated Fragrance with Notes of Bergamot, Neroli, Black Pepper & Oud – Long-Lasting Scent - 50 ml",Dunhill,259.0,,,Budget,,,2026-04-24 14:21:49.653047+00:00
Amazon.in,eau de parfum,"Siore Vanilla Bloom Eau de Parfum, Floral Vanilla Fragrance with Rasberry and White Flowers, 50 ML",Siore,249.0,,,Budget,,,2026-04-24 14:21:49.653439+00:00
Amazon.in,eau de parfum,Ajmal Aurum Summer Perfume for Men & Women – 14 ml | Long Lasting Eau De Parfum | Travel Size Unisex Perfume | Premium Fruity Floral Fragrance,Ajmal,599.0,,,Mid-range,,,2026-04-24 14:21:49.653836+00:00
Amazon.in,eau de parfum,"ITUS Eau De Parfum Pocket Perfume Set for Men and Women, 5ml, Pack of 10",ITUS,129.0,,,Budget,,,2026-04-24 14:21:49.654244+00:00
Amazon.in,eau de parfum,TAMDAO Eau De Parfum for Men & Women | Long Lasting Rich Fragrance | Premium Perfume Spray | 50 ml,TAMDAO,249.0,,,Budget,,,2026-04-24 14:21:49.654642+00:00
Amazon.in,eau de parfum,AHMED Kaaf For Men Long Lasting Eau De Parfum -100ml,AHMED,2958.0,,,Premium,,,2026-04-24 14:21:49.655033+00:00
Amazon.in,eau de parfum,"Floral Eau De Parfum for Women | Premium Long-Lasting Floral, lady beauty scent gift for her luxury smell Elegant Fragrance, 50ml (CHANCE CHANEL)",Floral,349.0,,,Budget,,,2026-04-24 14:21:49.655886+00:00
Amazon.in,eau de parfum,"Gatsby Japan's No. 1 Bold Eau De Parfum - Star Code, 100ml | 72 hours Odor Protection | Luxurious Perfume | Long Lasting EDP for Men",Gatsby,549.0,,,Mid-range,,,2026-04-24 14:21:49.656354+00:00
Amazon.in,eau de parfum,"SHOPAVO SRK Favorite Eau De Parfum for Men, Long Lasting with 30% Oil Concentration, Luxury Inspired Fragrance, 50 ML (XLN SRK Favorite)",SHOPAVO,249.0,,,Budget,,,2026-04-24 14:21:49.656822+00:00
Amazon.in,eau de parfum,"Decoy luxury Flamore Luxe Edition Perfume (25ml) | Intense Tobacco, Honey & Amber Unisex Fragrance | Long Lasting Eau De Parfum (20% Oil) | Warm & Spicy Evening Scent for Men & Women",Decoy,299.0,,,Budget,,,2026-04-24 14:21:49.657281+00:00
Amazon.in,eau de parfum,MAN IN BLACK Eau de Parfum - Intense Spicy & Leather Fragrance for Men | Men & Women | Strong & Long Lasting Fragrance | Gift for Him & Her | 50ml (Bvlgari Man In Black),MAN,325.0,,,Budget,,,2026-04-24 14:21:49.657754+00:00
Amazon.in,eau de parfum,United Colors of Benetton Colors Rose for Women Intenso Eau de Parfum 50ml,United,1885.0,,,Mid-range,,,2026-04-24 14:21:49.658155+00:00
Amazon.in,eau de parfum,"Perfume for men Inspired by Varsece Eros – Men’s Eau de Parfum Spray – Long Lasting Masculine Scent with Mint, Candy Apple & Vanilla – Premium Concentrated Fragrance – 50ml",Perfume,349.0,,,Budget,,,2026-04-24 14:21:49.658620+00:00
Amazon.in,eau de parfum,"WONJU Long Wear Perfume Set for Women and Men with Tam Dao and Hypnosis Inspired Eau De Parfum, Premium Unisex Fragrance Combo for All Day Freshness",WONJU,299.0,,,Budget,,,2026-04-24 14:21:49.659032+00:00
Amazon.in,eau de parfum,Yardley London Be A Star Musk Eau De Liquid Parfum For Women 30Ml,Yardley,131.0,,,Budget,,,2026-04-24 14:21:49.659510+00:00
Amazon.in,eau de parfum,"CouCou Toi Eau de Parfum for Women, Elegant Floral Fragrance, Long-Lasting Luxury Perfume, 50 ml, Vegan, Paraben Free",CouCou,479.24,,,Budget,,,2026-04-24 14:21:49.659920+00:00
Amazon.in,eau de parfum,"Green Ajmeri Perfume for Men 50ml | Melon, Lotus, Lemon & Vanilla Fragrance | Long Lasting Eau De Parfum | Fresh Aquatic Citrus Scent | Daily Wear Perfume",Green,299.0,,,Budget,,,2026-04-24 14:21:49.660391+00:00
Amazon.in,eau de parfum,"CR7 Gold Eau de Parfum for Men – Luxury Long-Lasting Fragrance, Rich Woody & Spicy Scent Profile, Premium Masculine Cologne, Elegant Gold Designer Bottle, Ideal for Special Occasions",CR7,199.0,,,Budget,,,2026-04-24 14:21:49.660859+00:00
Amazon.in,eau de parfum,"Beardo Mariner Perfume EDP 50ml & Mariner Captain Jack Perfume Body Spray 120ml for Men | Eau De Parfum | Long Lasting Perfume for Men | Deodorant Spray for Men | Day Time Fragrance | Fresh, Aqua Notes | Rakhi Gift for Brother",Beardo,399.0,,,Budget,,,2026-04-24 14:21:49.661228+00:00
Amazon.in,eau de parfum,"Rivona Brandy Perfume | Long Lasting Eau De Parfum for Men & Women | Rich, Warm & Sweet Fragrance with Brandy, Vanilla, Berries & Amber | Unisex Perfume Gift | 50ml EDP",Rivona,664.0,,,Mid-range,,,2026-04-24 14:21:49.661579+00:00
Amazon.in,eau de parfum,AHMED Blu Oud Long Lasting Unisex Eau De Parfum- 100ml,AHMED,2599.0,,,Premium,,,2026-04-24 14:21:49.662012+00:00
Amazon.in,eau de parfum,"Contraband Eau De Parfum - You Again | Discovery Size | Aquatic, Musk and Amber Fragrance Notes | Fresh & Long Lasting Spray Perfume For Men & Women | 20 ml",Contraband,1063.0,53.15,-1900.0,Mid-range,,,2026-04-24 14:21:49.662682+00:00
Amazon.in,eau de parfum,"Forever Party Unisex Eau de Parfum 50ml | Fresh Woody Perfume | Long Lasting (8+ Hours) | Smooth, Balanced Fragrance for Parties & Daily Wear",Forever,799.0,,,Mid-range,,,2026-04-24 14:21:49.663304+00:00
Flipkart,eau de parfum,"BEARDO Dark Side Perfume For Men, 100 ml | EAU DE PARFUM | Premium Long Lasting Fragrance | Fresh & Woody Eau de Parfum  -  100 ml",BEARDO,636.0,,,Mid-range,4.1,,2026-04-24 14:22:02.155761+00:00
Flipkart,eau de parfum,PARK AVENUE Luxury Perfume Vantage Eau de Parfum Eau de Parfum  -  100 ml,PARK,723.0,,,Mid-range,4.0,,2026-04-24 14:22:02.156213+00:00
Flipkart,eau de parfum,UNO AROMA Riverie - A Luxury Perfume - Refreshing Journey of Aromas Eau de Parfum  -  100 ml,UNO,1508.0,,,Mid-range,,,2026-04-24 14:22:02.156655+00:00
Flipkart,eau de parfum,THE MAN COMPANY EDP For Men-Citron (100ml) | Premium Fragrance | Long-lasting | Citrusy & Woody Eau de Parfum  -  100 ml,THE,710.0,,,Mid-range,4.2,,2026-04-24 14:22:02.159395+00:00
Flipkart,eau de parfum,BELLAVITA Unisex Fragrance Gift Set | 10x5ml | Pocket Friendly | Long Lasting Eau de Parfum  -  50 ml,BELLAVITA,349.0,,,Budget,4.2,,2026-04-24 14:22:02.163118+00:00
Flipkart,eau de parfum,BEARDO Dark Side & Godfather EDP Perfume Set of 2 Pcs | Strong & Long Lasting Fragrance Eau de Parfum  -  40 ml,BEARDO,300.0,,,Budget,4.2,,2026-04-24 14:22:02.163836+00:00
Flipkart,eau de parfum,THE MAN COMPANY HOPE EDP Premium Long Lasting Perfume for Men Eau de Parfum  -  50 ml,THE,284.0,,,Budget,4.2,,2026-04-24 14:22:02.164562+00:00
Flipkart,eau de parfum,DENVER Elixir Perfume|Premium & Long Lasting| Eau de Parfum  -  100 ml,DENVER,569.0,,,Mid-range,4.2,,2026-04-24 14:22:02.165305+00:00
Flipkart,eau de parfum,PARK AVENUE Euphoria Eau de Parfum  -  50 ml,PARK,290.0,,,Budget,4.3,,2026-04-24 14:22:02.169228+00:00
Flipkart,eau de parfum,Wild Stone Hydra Energy Perfume Eau de Parfum Eau de Parfum  -  50 ml,Wild,281.0,,,Budget,4.2,,2026-04-24 14:22:02.173196+00:00
Flipkart,eau de parfum,Ajmal Ascend Perfume  -  100 ml,Ajmal,594.0,,,Mid-range,4.1,,2026-04-24 14:22:02.173689+00:00
